ENSG00000243485	MIR1302-2HG
ENSG00000236980	C3orf84
ENSG00000173421	CCDC36
ENSG00000225399	AC121247.1
ENSG00000188315	C3orf62
ENSG00000114316	USP4
ENSG00000067560	RHOA
ENSG00000145022	TCTA
ENSG00000145020	AMT
ENSG00000283189	AC104452.1
ENSG00000145029	NICN1
ENSG00000173402	DAG1
ENSG00000226913	BSN-DT
ENSG00000164061	BSN
ENSG00000235120	BSN-AS1
ENSG00000164062	APEH
ENSG00000173531	MST1
ENSG00000164068	RNF123
ENSG00000176020	AMIGO3
ENSG00000173540	GMPPB
ENSG00000176095	IP6K1
ENSG00000187492	CDHR4
ENSG00000185614	INKA1
ENSG00000182179	UBA7
ENSG00000183763	TRAIP
ENSG00000164076	CAMKV
ENSG00000164078	MST1R
ENSG00000230698	AC105935.2
ENSG00000228008	AC105935.1
ENSG00000164077	MON1A
ENSG00000004534	RBM6
ENSG00000003756	RBM5
ENSG00000281691	RBM5-AS1
ENSG00000235016	SEMA3F-AS1
ENSG00000001617	SEMA3F
ENSG00000114349	GNAT1
ENSG00000188338	SLC38A3
ENSG00000114353	GNAI2
ENSG00000230454	U73166.1
ENSG00000232352	SEMA3B-AS1
ENSG00000012171	SEMA3B
ENSG00000179564	LSMEM2
ENSG00000214706	IFRD2
ENSG00000186792	HYAL3
ENSG00000243477	NAA80
ENSG00000114378	HYAL1
ENSG00000068001	HYAL2
ENSG00000114383	TUSC2
ENSG00000068028	RASSF1
ENSG00000281358	RASSF1-AS1
ENSG00000235058	ZMYND10-AS1
ENSG00000004838	ZMYND10
ENSG00000114388	NPRL2
ENSG00000114395	CYB561D2
ENSG00000272104	Z84492.1
ENSG00000126062	TMEM115
ENSG00000007402	CACNA2D2
ENSG00000271858	CYB561D2
ENSG00000088543	C3orf18
ENSG00000114735	HEMK1
ENSG00000280382	AC096920.1
ENSG00000114737	CISH
ENSG00000114738	MAPKAPK3
ENSG00000273356	LINC02019
ENSG00000088538	DOCK3
ENSG00000145050	MANF
ENSG00000259956	RBM15B
ENSG00000145041	DCAF1
ENSG00000164080	RAD54L2
ENSG00000164081	TEX264
ENSG00000164082	GRM2
ENSG00000214686	IQCF6
ENSG00000229972	IQCF3
ENSG00000184345	IQCF2
ENSG00000235455	IQCF5-AS1
ENSG00000214681	IQCF5
ENSG00000173389	IQCF1
ENSG00000114767	RRP9
ENSG00000041880	PARP3
ENSG00000180929	GPR62
ENSG00000090097	PCBP4
ENSG00000114779	ABHD14B
ENSG00000248487	ABHD14A
ENSG00000114786	ABHD14A-ACY1
ENSG00000243989	ACY1
ENSG00000162244	RPL29
ENSG00000164086	DUSP7
ENSG00000164087	POC1A
ENSG00000023330	ALAS1
ENSG00000239732	TLR9
ENSG00000173366	AC097637.1
ENSG00000247596	TWF2
ENSG00000243224	AC006252.1
ENSG00000164088	PPM1M
ENSG00000164091	WDR82
ENSG00000168237	GLYCTK
ENSG00000114841	DNAH1
ENSG00000163930	BAP1
ENSG00000010318	PHF7
ENSG00000010319	SEMA3G
ENSG00000114854	TNNC1
ENSG00000010322	NISCH
ENSG00000010327	STAB1
ENSG00000168268	NT5DC2
ENSG00000168273	SMIM4
ENSG00000163939	PBRM1
ENSG00000163938	GNL3
ENSG00000016864	GLT8D1
ENSG00000114902	SPCS1
ENSG00000114904	NEK4
ENSG00000055957	ITIH1
ENSG00000162267	ITIH3
ENSG00000055955	ITIH4
ENSG00000243696	AC006254.1
ENSG00000239799	ITIH4-AS1
ENSG00000272573	MUSTN1
ENSG00000248592	TMEM110-MUSTN1
ENSG00000213533	STIMATE
ENSG00000163935	SFMBT1
ENSG00000272305	AC096887.1
ENSG00000163933	RFT1
ENSG00000163932	PRKCD
ENSG00000163931	TKT
ENSG00000272886	DCP1A
ENSG00000157388	CACNA1D
ENSG00000271916	AC012467.1
ENSG00000016391	CHDH
ENSG00000056736	IL17RB
ENSG00000271976	AC012467.2
ENSG00000113812	ACTR8
ENSG00000113811	SELENOK
ENSG00000157445	CACNA2D3
ENSG00000243715	CACNA2D3-AS1
ENSG00000144771	LRTM1
ENSG00000239991	AC092059.1
ENSG00000243572	LINC02017
ENSG00000240708	LINC02030
ENSG00000242568	AC121764.2
ENSG00000242775	AC121764.3
ENSG00000114251	WNT5A
ENSG00000244586	WNT5A-AS1
ENSG00000242317	AC121764.1
ENSG00000187672	ERC2
ENSG00000240777	AC025572.1
ENSG00000180376	CCDC66
ENSG00000163946	FAM208A
ENSG00000163947	ARHGEF3
ENSG00000240198	ARHGEF3-AS1
ENSG00000186451	SPATA12
ENSG00000272202	AC097358.2
ENSG00000144730	IL17RD
ENSG00000163666	HESX1
ENSG00000157500	APPL1
ENSG00000239388	ASB14
ENSG00000174844	DNAH12
ENSG00000174840	PDE12
ENSG00000168374	ARF4
ENSG00000272146	ARF4-AS1
ENSG00000174839	DENND6A
ENSG00000239801	DENND6A-AS1
ENSG00000241933	DENND6A-DT
ENSG00000163681	SLMAP
ENSG00000136068	FLNB
ENSG00000244161	FLNB-AS1
ENSG00000283148	AC137936.1
ENSG00000163687	DNASE1L3
ENSG00000163686	ABHD6
ENSG00000163684	RPP14
ENSG00000255154	HTD2
ENSG00000273493	AC098479.1
ENSG00000168297	PXK
ENSG00000168291	PDHB
ENSG00000272182	AC135507.1
ENSG00000272360	AC116036.2
ENSG00000168301	KCTD6
ENSG00000168306	ACOX2
ENSG00000168309	FAM107A
ENSG00000243384	AC119424.1
ENSG00000244383	FAM3D-AS1
ENSG00000198643	FAM3D
ENSG00000163689	C3orf67
ENSG00000242428	C3orf67-AS1
ENSG00000243295	AC114400.1
ENSG00000243903	AC138057.1
ENSG00000242545	AC126121.2
ENSG00000189283	FHIT
ENSG00000144724	PTPRG
ENSG00000114405	C3orf14
ENSG00000153266	FEZF2
ENSG00000163618	CADPS
ENSG00000244342	LINC00698
ENSG00000163630	SYNPR
ENSG00000241359	SYNPR-AS1
ENSG00000188817	SNTN
ENSG00000163632	C3orf49
ENSG00000163634	THOC7
ENSG00000240549	THOC7-AS1
ENSG00000285258	ATXN7
ENSG00000163635	ATXN7
ENSG00000280620	SCAANT1
ENSG00000239653	PSMD6-AS2
ENSG00000271843	AC012557.1
ENSG00000163636	PSMD6
ENSG00000243410	PSMD6-AS1
ENSG00000272181	AC012557.2
ENSG00000241111	AC092040.1
ENSG00000189196	LINC00994
ENSG00000163637	PRICKLE2
ENSG00000241572	PRICKLE2-AS1
ENSG00000241101	PRICKLE2-AS2
ENSG00000226017	PRICKLE2-AS3
ENSG00000244564	AC096888.1
ENSG00000163638	ADAMTS9
ENSG00000241158	ADAMTS9-AS1
ENSG00000241684	ADAMTS9-AS2
ENSG00000243149	LINC02040
ENSG00000151276	MAGI1
ENSG00000240175	MAGI1-AS1
ENSG00000144741	SLC25A26
ENSG00000144749	LRIG1
ENSG00000163376	KBTBD8
ENSG00000241884	AC114401.1
ENSG00000172340	SUCLG2
ENSG00000241316	SUCLG2-AS1
ENSG00000183662	FAM19A1
ENSG00000163377	FAM19A4
ENSG00000163378	EOGT
ENSG00000244513	AC109587.1
ENSG00000144747	TMF1
ENSG00000144744	UBA3
ENSG00000144746	ARL6IP5
ENSG00000163380	LMOD3
ENSG00000114541	FRMD4B
ENSG00000240842	AC099328.2
ENSG00000241667	AC104445.1
ENSG00000187098	MITF
ENSG00000240405	SAMMSON
ENSG00000242120	MDFIC2
ENSG00000114861	FOXP1
ENSG00000244203	FOXP1-AS1
ENSG00000274387	AC097634.2
ENSG00000277855	AC097634.3
ENSG00000270562	AC097634.1
ENSG00000163412	EIF4E3
ENSG00000170837	GPR27
ENSG00000163421	PROK2
ENSG00000241163	LINC00877
ENSG00000273461	AC105265.3
ENSG00000276471	AC105265.4
ENSG00000243083	LINC00870
ENSG00000272774	AC112219.2
ENSG00000242618	AC112219.1
ENSG00000260670	AC134508.1
ENSG00000163602	RYBP
ENSG00000244345	AC104435.2
ENSG00000144736	SHQ1
ENSG00000172986	GXYLT2
ENSG00000163605	PPP4R2
ENSG00000255423	EBLN2
ENSG00000121440	PDZRN3
ENSG00000239677	PDZRN3-AS1
ENSG00000242741	LINC02005
ENSG00000239454	LINC02047
ENSG00000113805	CNTN3
ENSG00000272690	LINC02018
ENSG00000172969	FRG2C
ENSG00000242516	LINC00960
ENSG00000227124	ZNF717
ENSG00000185008	ROBO2
ENSG00000244461	LINC02077
ENSG00000240573	AC117462.1
ENSG00000240241	AC108752.1
ENSG00000169855	ROBO1
ENSG00000242828	AC068756.1
ENSG00000242781	LINC02050
ENSG00000243694	LINC02027
ENSG00000242145	AC099542.2
ENSG00000241593	AC099542.1
ENSG00000114480	GBE1
ENSG00000242190	AC017015.2
ENSG00000242009	AC129807.1
ENSG00000239440	LINC02008
ENSG00000242641	LINC00971
ENSG00000242339	LINC02025
ENSG00000175161	CADM2
ENSG00000241648	CADM2-AS2
ENSG00000239519	CADM2-AS1
ENSG00000239767	AC108733.1
ENSG00000241328	LINC02070
ENSG00000206538	VGLL3
ENSG00000281392	AC107204.1
ENSG00000083937	CHMP2B
ENSG00000064835	POU1F1
ENSG00000239572	AC117513.1
ENSG00000179097	HTR1F
ENSG00000163320	CGGBP1
ENSG00000175105	ZNF654
ENSG00000179021	C3orf38
ENSG00000283434	CSNKA2IP
ENSG00000044524	EPHA3
ENSG00000184500	PROS1
ENSG00000169379	ARL13B
ENSG00000178750	STX19
ENSG00000178700	DHFR2
ENSG00000178694	NSUN3
ENSG00000239589	LINC00879
ENSG00000269028	MTRNR2L12
ENSG00000080224	EPHA6
ENSG00000261292	AC110491.1
ENSG00000113966	ARL6
ENSG00000282527	AC110491.3
ENSG00000080200	CRYBG3
ENSG00000279658	AC110491.2
ENSG00000170854	RIOX2
ENSG00000183185	GABRR3
ENSG00000196578	OR5AC2
ENSG00000249225	AC117460.1
ENSG00000231192	OR5H1
ENSG00000236032	OR5H14
ENSG00000233412	OR5H15
ENSG00000251088	AC117473.1
ENSG00000230301	OR5H6
ENSG00000197938	OR5H2
ENSG00000196098	OR5K4
ENSG00000206536	OR5K3
ENSG00000232382	OR5K1
ENSG00000231861	OR5K2
ENSG00000080822	CLDND1
ENSG00000080819	CPOX
ENSG00000248839	AC021660.2
ENSG00000154165	GPR15
ENSG00000239445	ST3GAL6-AS1
ENSG00000064225	ST3GAL6
ENSG00000057019	DCBLD2
ENSG00000239462	AC091212.1
ENSG00000240476	LINC00973
ENSG00000243296	AC078828.1
ENSG00000243089	AC107029.1
ENSG00000244464	AC107029.2
ENSG00000144810	COL8A1
ENSG00000273374	AC069222.1
ENSG00000184220	CMSS1
ENSG00000168386	FILIP1L
ENSG00000036054	TBC1D23
ENSG00000114021	NIT2
ENSG00000154174	TOMM70
ENSG00000206535	LNP1
ENSG00000181458	TMEM45A
ENSG00000144820	ADGRG7
ENSG00000114354	TFG
ENSG00000154175	ABI3BP
ENSG00000081148	IMPG2
ENSG00000138468	SENP7
ENSG00000174173	TRMT10C
ENSG00000081154	PCNP
ENSG00000066422	ZBTB11
ENSG00000256628	ZBTB11-AS1
ENSG00000114391	RPL24
ENSG00000182504	CEP97
ENSG00000144815	NXPE3
ENSG00000249474	AC020651.1
ENSG00000144802	NFKBIZ
ENSG00000214407	LINC02085
ENSG00000241280	AC106712.1
ENSG00000170044	ZPLD1
ENSG00000241754	AC108748.1
ENSG00000170017	ALCAM
ENSG00000114423	CBLB
ENSG00000242759	LINC00882
ENSG00000243701	DUBR
ENSG00000239828	AC063944.1
ENSG00000272597	AC063944.3
ENSG00000138483	CCDC54
ENSG00000273125	LINC01990
ENSG00000114439	BBX
ENSG00000241469	LINC00635
ENSG00000240423	LINC00636
ENSG00000196776	CD47
ENSG00000271856	LINC01215
ENSG00000114446	IFT57
ENSG00000114455	HHLA2
ENSG00000144821	MYH15
ENSG00000163507	CIP2A
ENSG00000198919	DZIP3
ENSG00000163515	RETNLB
ENSG00000163519	TRAT1
ENSG00000138472	GUCA1C
ENSG00000114487	MORC1
ENSG00000239314	MORC1-AS1
ENSG00000241224	C3orf85
ENSG00000261364	AC063923.2
ENSG00000214381	LINC00488
ENSG00000163530	DPPA2
ENSG00000121570	DPPA4
ENSG00000228980	LINC01205
ENSG00000242029	AC078980.1
ENSG00000240895	AC117430.1
ENSG00000206532	AC117402.1
ENSG00000242242	NECTIN3-AS1
ENSG00000177707	NECTIN3
ENSG00000153283	CD96
ENSG00000239311	AC092916.1
ENSG00000177494	ZBED2
ENSG00000240891	PLCXD2
ENSG00000240766	PLCXD2-AS1
ENSG00000144824	PHLDB2
ENSG00000144827	ABHD10
ENSG00000144834	TAGLN3
ENSG00000176040	TMPRSS7
ENSG00000114529	C3orf52
ENSG00000174500	GCSAM
ENSG00000261488	AC128688.2
ENSG00000172139	SLC9C1
ENSG00000239482	AC112487.1
ENSG00000091972	CD200
ENSG00000243081	AC092894.1
ENSG00000186265	BTLA
ENSG00000144848	ATG3
ENSG00000138459	SLC35A5
ENSG00000091986	CCDC80
ENSG00000240893	LINC02042
ENSG00000206531	CD200R1L
ENSG00000163606	CD200R1
ENSG00000272844	AC074044.1
ENSG00000163607	GTPBP8
ENSG00000163608	NEPRO
ENSG00000240057	AC078785.1
ENSG00000241219	AC078785.2
ENSG00000243795	LINC02044
ENSG00000144857	BOC
ENSG00000206530	CFAP44
ENSG00000243849	CFAP44-AS1
ENSG00000163611	SPICE1
ENSG00000072858	SIDT1
ENSG00000239453	SIDT1-AS1
ENSG00000176542	USF3
ENSG00000121579	NAA50
ENSG00000242659	AC108693.2
ENSG00000114573	ATP6V1A
ENSG00000178075	GRAMD1C
ENSG00000273394	AC128687.2
ENSG00000184307	ZDHHC23
ENSG00000163617	CCDC191
ENSG00000151576	QTRT2
ENSG00000151577	DRD3
ENSG00000241490	AC093010.2
ENSG00000174255	ZNF80
ENSG00000181847	TIGIT
ENSG00000181722	ZBTB20
ENSG00000241560	ZBTB20-AS1
ENSG00000242290	ZBTB20-AS5
ENSG00000241295	ZBTB20-AS2
ENSG00000239946	ZBTB20-AS3
ENSG00000242767	ZBTB20-AS4
ENSG00000242880	AC046136.1
ENSG00000172020	GAP43
ENSG00000185565	LSAMP
ENSG00000240922	LSAMP-AS1
ENSG00000241397	LINC00903
ENSG00000243197	TUSC7
ENSG00000242385	LINC00901
ENSG00000239268	AC092691.1
ENSG00000241213	LINC02024
ENSG00000242816	AC092691.3
ENSG00000243276	AC068633.1
ENSG00000144847	IGSF11
ENSG00000239877	IGSF11-AS1
ENSG00000163424	C3orf30
ENSG00000251012	AC083800.1
ENSG00000114638	UPK1B
ENSG00000121578	B4GALT4
ENSG00000240254	B4GALT4-AS1
ENSG00000031081	ARHGAP31
ENSG00000241155	ARHGAP31-AS1
ENSG00000176142	TMEM39A
ENSG00000163389	POGLUT1
ENSG00000272662	AC073352.1
ENSG00000113845	TIMMDC1
ENSG00000121594	CD80
ENSG00000272967	AC073352.2
ENSG00000144843	ADPRH
ENSG00000144837	PLA1A
ENSG00000121577	POPDC2
ENSG00000138495	COX17
ENSG00000183833	MAATS1
ENSG00000239994	AC069444.1
ENSG00000144852	NR1I2
ENSG00000082701	GSK3B
ENSG00000242622	AC092910.3
ENSG00000175697	GPR156
ENSG00000163428	LRRC58
ENSG00000282950	AC063952.4
ENSG00000163430	FSTL1
ENSG00000065518	NDUFB4
ENSG00000113924	HGD
ENSG00000144840	RABL3
ENSG00000153767	GTF2E1
ENSG00000243593	LINC02049
ENSG00000145087	STXBP5L
ENSG00000051341	POLQ
ENSG00000186103	ARGFX
ENSG00000163833	FBXO40
ENSG00000180353	HCLS1
ENSG00000173230	GOLGB1
ENSG00000173226	IQCB1
ENSG00000145088	EAF2
ENSG00000163406	SLC15A2
ENSG00000145103	ILDR1
ENSG00000114013	CD86
ENSG00000036828	CASR
ENSG00000121552	CSTA
ENSG00000160124	CCDC58
ENSG00000114023	FAM162A
ENSG00000196981	WDR5B
ENSG00000272758	AC083798.2
ENSG00000114030	KPNA1
ENSG00000138496	PARP9
ENSG00000163840	DTX3L
ENSG00000173200	PARP15
ENSG00000173193	PARP14
ENSG00000169087	HSPBAP1
ENSG00000138463	DIRC2
ENSG00000273033	LINC02035
ENSG00000082684	SEMA5B
ENSG00000065485	PDIA5
ENSG00000121542	SEC22A
ENSG00000273454	AC112503.2
ENSG00000173175	ADCY5
ENSG00000272678	AC112503.1
ENSG00000206527	HACD2
ENSG00000239523	MYLK-AS1
ENSG00000065534	MYLK
ENSG00000250174	MYLK-AS2
ENSG00000273123	AC020634.1
ENSG00000175455	CCDC14
ENSG00000065371	ROPN1
ENSG00000160145	KALRN
ENSG00000114491	UMPS
ENSG00000082781	ITGB5
ENSG00000244286	ITGB5-AS1
ENSG00000173702	MUC13
ENSG00000173706	HEG1
ENSG00000221955	SLC12A8
ENSG00000163848	ZNF148
ENSG00000114520	SNX4
ENSG00000144909	OSBPL11
ENSG00000272840	AC092902.3
ENSG00000248787	AC092903.2
ENSG00000189366	ALG1L
ENSG00000114547	ROPN1B
ENSG00000114544	SLC41A3
ENSG00000248607	AC117422.1
ENSG00000250012	AC079848.1
ENSG00000144908	ALDH1L1
ENSG00000250218	ALDH1L1-AS1
ENSG00000246022	ALDH1L1-AS2
ENSG00000250934	AC016924.1
ENSG00000251448	AC063919.1
ENSG00000163884	KLF15
ENSG00000249833	CCDC37-DT
ENSG00000163885	CFAP100
ENSG00000070476	ZXDC
ENSG00000159650	UROC1
ENSG00000180767	CHST13
ENSG00000180697	C3orf22
ENSG00000283374	TXNRD3NB
ENSG00000206483	TXNRD3NB
ENSG00000197763	TXNRD3
ENSG00000159685	CHCHD6
ENSG00000114554	PLXNA1
ENSG00000214324	C3orf56
ENSG00000244215	LINC02016
ENSG00000239921	LINC01471
ENSG00000240562	AC016968.1
ENSG00000282975	LINC02034
ENSG00000282860	AC084035.1
ENSG00000163870	TPRA1
ENSG00000073111	MCM2
ENSG00000114631	PODXL2
ENSG00000114626	ABTB1
ENSG00000074416	MGLL
ENSG00000187715	KBTBD12
ENSG00000058262	SEC61A1
ENSG00000175792	RUVBL1
ENSG00000239608	RUVBL1-AS1
ENSG00000132394	EEFSEC
ENSG00000179407	DNAJB8
ENSG00000242049	DNAJB8-AS1
ENSG00000179348	GATA2
ENSG00000244300	GATA2-AS1
ENSG00000198685	LINC01565
ENSG00000163902	RPN1
ENSG00000075785	RAB7A
ENSG00000261159	AC112484.3
ENSG00000231305	AC112484.1
ENSG00000177646	ACAD9
ENSG00000114656	KIAA1257
ENSG00000114654	EFCC1
ENSG00000169704	GP9
ENSG00000172780	RAB43
ENSG00000261796	ISY1-RAB43
ENSG00000273174	AC108673.2
ENSG00000240682	ISY1
ENSG00000273437	AC108673.3
ENSG00000169714	CNBP
ENSG00000181789	COPG1
ENSG00000183624	HMCES
ENSG00000184897	H1FX
ENSG00000206417	H1FX-AS1
ENSG00000172771	EFCAB12
ENSG00000129071	MBD4
ENSG00000163913	IFT122
ENSG00000163914	RHO
ENSG00000178804	H1FOO
ENSG00000004399	PLXND1
ENSG00000172765	TMCC1
ENSG00000271270	TMCC1-AS1
ENSG00000250643	AC083906.3
ENSG00000170893	TRH
ENSG00000251287	ALG1L2
ENSG00000248243	LINC02014
ENSG00000249846	LINC02021
ENSG00000172752	COL6A5
ENSG00000206384	COL6A6
ENSG00000196455	PIK3R4
ENSG00000017260	ATP2C1
ENSG00000250592	AC055733.2
ENSG00000034533	ASTE1
ENSG00000114670	NEK11
ENSG00000250129	AC116424.1
ENSG00000198585	NUDT16
ENSG00000114686	MRPL3
ENSG00000248468	AC107027.1
ENSG00000196353	CPNE4
ENSG00000014257	ACPP
ENSG00000138246	DNAJC13
ENSG00000240303	ACAD11
ENSG00000274810	NPHP3-ACAD11
ENSG00000129048	ACKR4
ENSG00000081307	UBA5
ENSG00000113971	NPHP3
ENSG00000248724	NPHP3-AS1
ENSG00000249725	AC079942.1
ENSG00000144868	TMEM108
ENSG00000251011	TMEM108-AS1
ENSG00000170819	BFSP2
ENSG00000249993	BFSP2-AS1
ENSG00000272832	AC022296.3
ENSG00000091527	CDV3
ENSG00000163781	TOPBP1
ENSG00000091513	TF
ENSG00000144867	SRPRB
ENSG00000154917	RAB6B
ENSG00000221972	C3orf36
ENSG00000174640	SLCO2A1
ENSG00000243832	LINC02000
ENSG00000163785	RYK
ENSG00000240006	LINC02004
ENSG00000260633	AC010207.1
ENSG00000114019	AMOTL2
ENSG00000129055	ANAPC13
ENSG00000182923	CEP63
ENSG00000154928	EPHB1
ENSG00000174611	KY
ENSG00000073711	PPP2R3A
ENSG00000273455	AC072039.2
ENSG00000174579	MSL2
ENSG00000114054	PCCB
ENSG00000118007	STAG1
ENSG00000261758	AC117382.2
ENSG00000168917	SLC35G2
ENSG00000273486	AC096992.2
ENSG00000239213	NCK1-DT
ENSG00000158092	NCK1
ENSG00000174564	IL20RB
ENSG00000249407	IL20RB-AS1
ENSG00000168875	SOX14
ENSG00000239513	LINC01210
ENSG00000261146	AC007159.1
ENSG00000066405	CLDN18
ENSG00000272609	AC016252.1
ENSG00000158163	DZIP1L
ENSG00000118017	A4GNT
ENSG00000138231	DBR1
ENSG00000114098	ARMC8
ENSG00000181322	NME9
ENSG00000158186	MRAS
ENSG00000158220	ESYT3
ENSG00000114107	CEP70
ENSG00000158234	FAIM
ENSG00000051382	PIK3CB
ENSG00000244578	LINC01391
ENSG00000183770	FOXL2
ENSG00000206262	FOXL2NB
ENSG00000206260	PRR23A
ENSG00000175110	MRPS22
ENSG00000184814	PRR23B
ENSG00000233701	PRR23C
ENSG00000232416	BPESC1
ENSG00000281473	PISRT1
ENSG00000272656	AC024933.1
ENSG00000184432	COPB2
ENSG00000248932	AC097103.2
ENSG00000114113	RBP2
ENSG00000248790	AC097103.1
ENSG00000114115	RBP1
ENSG00000163864	NMNAT3
ENSG00000261763	AC110716.2
ENSG00000250543	AC110716.1
ENSG00000251471	AC016933.1
ENSG00000158258	CLSTN2
ENSG00000249290	AC010181.1
ENSG00000251058	AC010181.2
ENSG00000250433	CLSTN2-AS1
ENSG00000155890	TRIM42
ENSG00000261826	AC121333.1
ENSG00000114120	SLC25A36
ENSG00000175093	SPSB4
ENSG00000251270	AC108727.2
ENSG00000155893	PXYLP1
ENSG00000249417	AC117383.1
ENSG00000177311	ZBTB38
ENSG00000155903	RASA2
ENSG00000114125	RNF7
ENSG00000114124	GRK7
ENSG00000069849	ATP1B3
ENSG00000244124	ATP1B3-AS1
ENSG00000114126	TFDP2
ENSG00000175066	GK5
ENSG00000114127	XRN1
ENSG00000175054	ATR
ENSG00000120756	PLS1
ENSG00000239641	PLS1-AS1
ENSG00000144935	TRPC1
ENSG00000163710	PCOLCE2
ENSG00000243818	AC021074.3
ENSG00000188582	PAQR9
ENSG00000241570	PAQR9-AS1
ENSG00000163714	U2SURP
ENSG00000268129	AC026304.1
ENSG00000243733	AC018450.2
ENSG00000175040	CHST2
ENSG00000181804	SLC9A9
ENSG00000240012	SLC9A9-AS1
ENSG00000244493	SLC9A9-AS2
ENSG00000181744	C3orf58
ENSG00000244358	AC055758.2
ENSG00000240095	AC055758.1
ENSG00000243415	AC107021.1
ENSG00000240032	LNCSRLR
ENSG00000152952	PLOD2
ENSG00000114698	PLSCR4
ENSG00000163746	PLSCR2
ENSG00000188313	PLSCR1
ENSG00000231213	PLSCR5
ENSG00000241457	PLSCR5-AS1
ENSG00000243620	AC092957.1
ENSG00000242671	LINC02010
ENSG00000174963	ZIC4
ENSG00000241202	ZIC4-AS1
ENSG00000152977	ZIC1
ENSG00000239661	AC092925.1
ENSG00000239922	AC092958.1
ENSG00000241131	LINC02032
ENSG00000241792	AC092958.2
ENSG00000244650	AC025566.1
ENSG00000243347	LINC02045
ENSG00000242440	LINC02046
ENSG00000144891	AGTR1
ENSG00000153002	CPB1
ENSG00000240521	AC092979.1
ENSG00000163751	CPA3
ENSG00000163754	GYG1
ENSG00000071794	HLTF
ENSG00000239718	HLTF-AS1
ENSG00000163755	HPS3
ENSG00000047457	CP
ENSG00000244468	AC093001.1
ENSG00000163762	TM4SF18
ENSG00000169908	TM4SF1
ENSG00000240541	TM4SF1-AS1
ENSG00000243885	AC108751.4
ENSG00000169903	TM4SF4
ENSG00000018408	WWTR1
ENSG00000241313	WWTR1-AS1
ENSG00000114744	COMMD2
ENSG00000206199	ANKUB1
ENSG00000082996	RNF13
ENSG00000070087	PFN2
ENSG00000242791	AC117395.1
ENSG00000243944	AC117386.2
ENSG00000243321	LINC01998
ENSG00000241048	AC117386.1
ENSG00000244541	LINC01213
ENSG00000243550	LINC01214
ENSG00000196428	TSC22D2
ENSG00000120742	SERP1
ENSG00000144895	EIF2A
ENSG00000198843	SELENOT
ENSG00000163645	ERICH6
ENSG00000240137	ERICH6-AS1
ENSG00000181788	SIAH2
ENSG00000244265	SIAH2-AS1
ENSG00000239265	CLRN1-AS1
ENSG00000214237	MINDY4B
ENSG00000260234	AC020636.2
ENSG00000243273	AC020636.1
ENSG00000163646	CLRN1
ENSG00000144893	MED12L
ENSG00000174946	GPR171
ENSG00000174944	P2RY14
ENSG00000138271	GPR87
ENSG00000181631	P2RY13
ENSG00000169313	P2RY12
ENSG00000152580	IGSF10
ENSG00000241151	LINC02066
ENSG00000197953	AADACL2
ENSG00000242908	AADACL2-AS1
ENSG00000114771	AADAC
ENSG00000198829	SUCNR1
ENSG00000239941	AC108718.1
ENSG00000152601	MBNL1
ENSG00000229619	MBNL1-AS1
ENSG00000243305	AC026347.1
ENSG00000244545	AC092924.1
ENSG00000169860	P2RY1
ENSG00000244268	AC117394.2
ENSG00000181467	RAP2B
ENSG00000241220	AC078788.1
ENSG00000241912	AC078788.2
ENSG00000243012	LINC02083
ENSG00000237787	C3orf79
ENSG00000243486	AC068985.1
ENSG00000114790	ARHGEF26
ENSG00000174953	DHX36
ENSG00000174948	GPR149
ENSG00000243861	AC092994.1
ENSG00000243969	AC073359.2
ENSG00000243953	AC073359.1
ENSG00000196549	MME
ENSG00000240666	MME-AS1
ENSG00000241336	LINC01487
ENSG00000240045	DWORF
ENSG00000242790	AC104831.1
ENSG00000114805	PLCH1
ENSG00000239508	PLCH1-AS1
ENSG00000242925	PLCH1-AS2
ENSG00000174928	C3orf33
ENSG00000284952	AC104472.3
ENSG00000169359	SLC33A1
ENSG00000163655	GMPS
ENSG00000169282	KCNAB1
ENSG00000240596	KCNAB1-AS2
ENSG00000242370	KCNAB1-AS1
ENSG00000272990	AC084036.1
ENSG00000114850	SSR3
ENSG00000243926	TIPARP-AS1
ENSG00000163659	TIPARP
ENSG00000240875	LINC00886
ENSG00000197980	LEKR1
ENSG00000243629	LINC00880
ENSG00000241544	LINC02029
ENSG00000241135	LINC00881
ENSG00000163660	CCNL1
ENSG00000241770	AC104411.1
ENSG00000197415	VEPH1
ENSG00000163661	PTX3
ENSG00000174899	PQLC2L
ENSG00000239716	AC079943.1
ENSG00000242536	AC079943.2
ENSG00000168779	SHOX2
ENSG00000174891	RSRC1
ENSG00000243150	AC106707.1
ENSG00000178053	MLF1
ENSG00000168827	GFM1
ENSG00000079257	LXN
ENSG00000272087	AC080013.4
ENSG00000272440	AC080013.6
ENSG00000118849	RARRES1
ENSG00000118855	MFSD1
ENSG00000240207	AC080013.1
ENSG00000272247	AC080013.5
ENSG00000283154	IQCJ-SCHIP1
ENSG00000214216	IQCJ
ENSG00000241211	IQCJ-SCHIP1-AS1
ENSG00000151967	SCHIP1
ENSG00000244040	IL12A-AS1
ENSG00000168811	IL12A
ENSG00000242107	LINC01100
ENSG00000180044	C3orf80
ENSG00000248710	AC079594.2
ENSG00000068885	IFT80
ENSG00000113810	SMC4
ENSG00000213186	TRIM59
ENSG00000186432	KPNA4
ENSG00000179674	ARL14
ENSG00000260572	AC069224.1
